,TMC,Severity,Distance(mi),Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset
1700286,201.0,2,0.0,79.0,72.0,30.03,10.0,4.6,0,0,1,0,0,0,0,0,1,0,0,1,0
2102619,201.0,3,0.0,39.0,50.0,30.36,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1
2302188,201.0,3,0.0,86.0,66.0,30.11,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
431446,201.0,2,0.01,81.0,58.0,30.05,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0
2322223,201.0,2,0.0,82.9,53.0,30.14,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1020608,201.0,2,0.0,84.0,72.0,29.17,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334977,201.0,3,0.0,27.5,65.0,29.64,10.0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,1
1825482,201.0,2,0.0,91.9,48.0,30.03,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1497707,201.0,2,0.0,64.9,29.0,29.83,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,1
2297460,201.0,2,1.5499999523199999,68.0,100.0,29.71,8.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1966951,201.0,2,0.0,80.1,29.0,30.09,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2098651,245.0,2,0.0,50.0,87.0,29.86,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
864760,201.0,2,0.0,46.0,86.0,30.04,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0
761144,406.0,3,1.94000005722,48.0,89.0,29.42,7.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1572561,201.0,3,0.0,66.0,96.0,30.11,6.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,1
118708,241.0,3,0.01,81.0,82.0,30.2,10.0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0
951880,241.0,3,0.0,77.0,48.0,30.22,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181763,201.0,2,0.0,37.9,93.0,30.08,3.0,8.1,1,1,1,0,0,0,0,0,0,0,1,0,0
821685,201.0,2,0.0,74.0,97.0,29.92,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
512523,201.0,2,2.5599999427799998,74.0,66.0,29.29,10.0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0
187548,201.0,2,0.0,66.0,78.0,30.12,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2300468,201.0,2,0.0,72.0,10.0,29.83,3.0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,1
146841,201.0,2,0.01,44.1,89.0,30.03,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
191310,222.0,2,0.0,68.0,81.0,30.16,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1056892,241.0,3,0.0,95.0,28.0,28.52,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348064,201.0,2,0.0,93.2,10.0,30.11,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
907700,201.0,2,0.37999999523199995,47.0,68.0,29.31,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
544270,201.0,3,0.0,86.0,24.0,29.68,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032152,201.0,2,0.0,68.0,50.0,30.26,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0
2017071,201.0,2,0.0,80.1,69.0,29.86,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0
1228524,201.0,3,0.0,77.0,76.0,29.83,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
452759,201.0,2,0.0,75.9,82.0,29.94,10.0,11.5,0,0,0,0,0,0,0,0,0,1,0,0,0
558140,241.0,2,0.0,88.0,66.0,29.48,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
369204,201.0,2,0.01,30.0,85.0,30.13,1.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1884040,229.0,3,0.0,86.9,38.0,30.05,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1877726,201.0,3,0.0,75.0,50.0,29.82,10.0,12.7,0,0,0,0,1,0,0,0,0,0,0,0,0
207365,241.0,2,0.01,39.0,73.0,30.16,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1
1145146,201.0,2,1.73000001907,77.0,94.0,30.1,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222265,201.0,2,0.0,46.0,89.0,29.68,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
580620,201.0,2,0.0,55.0,100.0,29.94,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1227820,201.0,2,0.0,57.0,83.0,29.78,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1528078,201.0,2,0.0,62.1,78.0,30.07,10.0,5.8,0,0,1,1,0,0,0,0,0,0,0,1,0
785599,201.0,2,0.0,72.0,87.0,30.04,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050247,241.0,3,0.0,76.0,54.0,29.88,10.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0
787974,201.0,2,0.0,17.0,96.0,28.96,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
931849,201.0,2,0.0,58.0,39.0,30.33,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988089,241.0,3,0.0,60.1,55.0,30.14,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2314164,201.0,2,0.0,75.0,31.0,30.11,10.0,11.5,0,0,1,0,0,0,1,0,0,0,0,0,0
2129890,201.0,2,0.0,68.0,94.0,29.86,5.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
660551,241.0,2,0.0,76.0,85.0,30.01,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810757,201.0,2,0.0,60.1,69.0,29.81,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0
965011,201.0,2,0.0,81.0,79.0,30.0,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182686,201.0,2,0.0,63.0,41.0,30.1,10.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990088,201.0,3,0.0,46.9,93.0,29.86,10.0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1248203,201.0,3,0.0,57.0,87.0,29.83,9.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1068466,201.0,2,0.0,86.0,29.0,25.75,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
392058,201.0,2,0.01,75.2,57.0,30.13,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0
629297,201.0,4,8.27000045776,52.0,58.0,29.72,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
418825,201.0,3,0.01,48.9,64.0,29.96,10.0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2447402,201.0,2,0.0,91.0,57.0,29.78,10.0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0
785126,201.0,2,0.0,66.0,65.0,29.99,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
306898,201.0,2,0.0,78.1,79.0,29.98,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1
941290,201.0,2,0.0,54.0,43.0,24.28,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1134489,201.0,2,0.0,75.0,78.0,28.72,7.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
982537,201.0,3,0.0,74.0,82.0,30.05,10.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575168,201.0,2,0.0,70.0,68.0,29.84,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
336136,201.0,2,0.01,41.0,73.0,29.82,10.0,13.8,0,0,0,0,0,0,0,0,1,0,0,1,0
1621641,201.0,2,0.0,73.0,55.0,29.86,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2451954,201.0,2,0.0,71.1,78.0,29.87,10.0,9.2,0,0,1,0,0,0,0,0,0,0,0,0,0
538987,201.0,2,0.0,68.0,88.0,29.82,10.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2068263,201.0,3,0.0,30.0,85.0,30.15,4.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
686625,201.0,2,0.0,34.0,56.0,29.51,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
357986,201.0,3,0.01,50.0,63.0,30.27,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
339783,201.0,3,0.01,66.9,63.0,30.12,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
368477,201.0,2,0.0,44.1,42.0,29.88,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1468491,201.0,2,0.0,61.0,42.0,30.09,10.0,8.1,0,0,1,0,0,0,0,0,0,0,0,1,1
269728,201.0,2,0.0,77.0,54.0,29.87,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
694771,201.0,2,0.0,59.0,34.0,25.85,10.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1150188,245.0,2,0.0,57.0,88.0,29.07,7.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2092784,245.0,3,0.920000016689,35.1,59.0,30.65,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1584690,201.0,2,0.0,35.6,70.0,30.33,10.0,9.2,0,0,1,0,0,0,0,0,0,0,0,1,1
2228821,201.0,2,0.0,66.0,90.0,30.25,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,1,1
1026062,241.0,3,0.0,77.0,82.0,28.98,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521756,201.0,2,0.0,45.0,90.0,30.35,9.0,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0
1144540,201.0,2,0.0,97.0,10.0,28.61,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060,201.0,3,0.01,57.9,78.0,30.07,10.0,9.2,0,0,0,0,1,0,0,0,0,0,0,0,0
594837,201.0,3,0.0,54.0,93.0,28.9,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
503604,241.0,3,0.0,77.0,76.0,29.96,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
620624,241.0,2,0.0,49.0,38.0,29.75,10.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283373,202.0,2,0.0,53.8,100.0,29.71,10.0,10.4,0,0,0,0,1,0,0,0,0,0,0,0,0
1676227,406.0,3,1.7599999904599997,93.2,20.0,29.96,5.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
638762,201.0,2,0.0,72.0,20.0,29.94,10.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1373249,201.0,4,1.61000001431,73.0,87.0,30.17,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248087,343.0,2,0.0,39.0,65.0,26.13,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1229330,245.0,3,0.0,71.0,36.0,29.83,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
548297,201.0,3,0.0,74.0,85.0,29.21,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
166166,201.0,2,0.01,48.0,83.0,29.89,10.0,17.3,0,0,0,0,0,0,0,0,1,0,0,0,0
1223942,241.0,3,0.0,75.0,62.0,29.9,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566507,201.0,3,0.0,51.1,80.0,30.19,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1241364,241.0,3,0.0,50.0,68.0,29.13,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
634720,241.0,3,0.0,73.0,53.0,29.59,10.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0
253308,201.0,2,0.0,75.0,76.0,30.1,6.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1676538,201.0,2,0.0,64.0,58.0,30.14,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2272449,241.0,3,0.0,44.1,34.0,30.17,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1667724,201.0,2,0.0,86.0,53.0,29.94,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
831737,201.0,3,0.0,55.0,93.0,29.66,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
86575,201.0,3,0.0,73.4,61.0,29.9,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1
2216929,201.0,3,0.0,3.9,70.0,30.73,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
2331704,201.0,2,0.0,71.8,15.0,30.35,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
709537,343.0,3,0.0,42.0,49.0,29.97,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1355755,241.0,2,0.0,39.9,40.0,29.91,10.0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,1
2123557,201.0,3,0.0,45.0,93.0,30.15,6.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
935190,201.0,2,0.0,73.0,44.0,29.91,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099353,201.0,2,0.0,77.0,82.0,29.12,10.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1070354,201.0,3,0.0,84.0,49.0,29.82,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
233497,201.0,3,0.01,33.8,56.0,29.78,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,1
2476680,201.0,3,0.0,75.0,62.0,30.06,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2202880,201.0,2,0.0,66.2,88.0,30.12,6.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
477533,201.0,3,0.0,79.0,42.0,29.96,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
755851,201.0,2,0.0,43.0,74.0,29.96,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
380788,203.0,2,0.0,41.0,100.0,30.27,5.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
19517,201.0,2,0.0,66.0,60.0,29.88,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0
1905660,201.0,2,0.0,73.9,79.0,30.09,10.0,5.8,0,0,1,0,0,0,0,0,0,0,0,1,1
1306507,201.0,2,0.0,44.1,43.0,30.3,10.0,10.4,0,0,1,0,0,0,0,0,0,0,0,0,0
2263880,201.0,2,0.0,44.1,65.0,30.23,10.0,8.1,0,0,0,0,0,0,0,0,0,1,0,0,0
522178,201.0,2,0.0,79.0,21.0,25.07,10.0,16.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1385302,201.0,2,0.0,55.9,39.0,29.97,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
47637,201.0,3,0.0,71.6,64.0,29.98,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1408704,201.0,2,0.0,48.0,58.0,30.21,10.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0
729408,201.0,2,0.0,61.0,58.0,29.97,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
456875,201.0,2,0.0,60.1,83.0,29.99,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1250621,241.0,2,0.0,54.0,88.0,28.56,10.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1589048,201.0,2,0.0,81.0,10.0,29.97,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1612945,201.0,2,2.1900000572200002,68.4,59.0,30.01,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1852086,201.0,2,0.800000011921,73.0,84.0,29.82,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
825413,201.0,2,0.0,79.0,44.0,29.83,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796629,201.0,3,0.0,73.9,66.0,30.06,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1237584,201.0,3,1.7400000095400003,44.0,89.0,25.55,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345012,201.0,2,0.0,75.0,84.0,30.02,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1801538,201.0,3,0.0,68.0,56.0,29.94,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1440589,201.0,3,0.0,48.0,96.0,29.61,4.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1783523,245.0,3,0.0,82.0,97.0,29.94,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1611747,201.0,2,0.0,45.0,97.0,29.97,3.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1696631,201.0,2,0.0,68.0,100.0,30.03,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2470706,201.0,3,0.0,69.8,86.0,30.08,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
73512,245.0,2,0.01,66.0,28.0,29.99,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
775327,201.0,2,0.0,-6.0,84.0,29.4,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1872094,201.0,3,0.0,54.0,100.0,29.95,1.8,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
240216,201.0,3,0.01,66.0,36.0,30.25,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
970177,244.0,3,0.0,88.0,46.0,29.54,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,1
1620288,201.0,2,0.0,56.8,54.0,29.94,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,1,1
1556470,201.0,3,0.0,85.8,56.0,30.08,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0
2020919,201.0,3,0.0,57.0,93.0,29.53,8.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1035937,201.0,2,0.0,85.0,67.0,29.35,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2286351,201.0,3,0.0,75.9,43.0,30.53,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
376166,201.0,2,0.01,37.0,100.0,30.1,1.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
560691,201.0,2,0.0,72.0,91.0,29.01,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1245120,201.0,2,0.0,73.0,39.0,29.96,10.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318988,201.0,2,0.0,60.8,63.0,30.34,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
667451,201.0,2,0.0,25.0,43.0,30.17,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1072575,201.0,3,0.0,75.0,82.0,29.11,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977886,201.0,2,0.0,71.1,39.0,29.95,10.0,10.4,0,0,1,0,0,0,0,0,0,0,0,0,0
1222977,247.0,2,0.0,63.0,93.0,28.75,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
18020,201.0,2,0.01,57.0,72.0,30.12,10.0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,1
2054662,245.0,3,0.0,50.0,71.0,30.18,9.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020705,201.0,3,0.0,84.0,53.0,29.61,10.0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0
654127,201.0,3,0.0,40.0,77.0,30.01,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
848696,201.0,3,0.0,70.0,68.0,30.07,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045832,201.0,2,0.0,73.4,44.0,30.2,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
185655,201.0,2,0.01,63.0,58.0,29.81,10.0,12.7,1,0,0,0,0,0,0,0,0,0,0,1,1
690220,201.0,2,0.0,65.0,63.0,30.21,10.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1226356,201.0,2,0.0,73.0,27.0,29.26,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121062,201.0,2,0.0,69.0,84.0,29.51,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
596216,201.0,2,0.0,30.0,51.0,30.08,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1
438396,201.0,2,0.00999999977648,60.1,75.0,29.77,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1481780,201.0,3,0.0,66.9,93.0,29.82,7.0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2299481,201.0,3,0.0,77.0,100.0,30.03,4.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1493870,201.0,3,0.0,69.1,81.0,29.66,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1479045,201.0,3,0.0,24.1,75.0,30.0,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2358237,201.0,2,0.0,75.0,37.0,30.05,10.0,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0
487137,201.0,2,0.0,78.8,89.0,29.86,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1
1891407,201.0,2,0.0,66.0,75.0,29.98,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1440732,201.0,2,0.0,72.0,87.0,29.81,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,1,0
760093,201.0,2,0.0,51.0,56.0,29.94,10.0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1847921,201.0,3,1.01999998093,82.8,19.0,30.06,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2097174,241.0,2,0.0,52.0,93.0,30.06,4.0,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0
1590027,201.0,2,0.0,59.0,90.0,30.1,9.0,6.9,0,0,1,0,0,0,0,0,0,0,0,1,0
737958,201.0,2,0.0,58.0,25.0,30.26,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
516990,201.0,3,0.0,69.0,93.0,29.12,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
761085,201.0,3,0.0,52.0,54.0,24.69,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
774749,201.0,2,0.0,45.0,40.0,29.93,10.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1157808,201.0,2,0.0,64.0,64.0,29.83,10.0,13.0,0,0,0,0,0,0,0,0,1,0,0,1,0
265230,201.0,2,0.01,75.2,89.0,29.79,5.0,6.9,0,0,0,0,0,0,0,0,0,0,0,1,1
374219,201.0,3,0.01,27.0,63.0,29.31,10.0,16.1,0,0,0,0,1,0,0,0,0,0,0,0,1
1064584,201.0,2,0.0,67.0,93.0,29.64,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179258,201.0,2,0.0,72.0,73.0,29.42,10.0,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1422591,241.0,2,0.0,59.0,87.0,29.5,6.0,18.4,0,0,0,0,1,0,0,0,0,0,0,0,0
2474669,201.0,2,0.0,72.0,76.0,29.99,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,1,0
1212587,201.0,2,0.0,67.0,76.0,29.96,10.0,18.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2433463,201.0,2,0.0,86.0,26.0,29.74,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
2150012,201.0,3,0.0,53.1,32.0,30.25,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
885952,201.0,2,0.0,42.0,58.0,29.47,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1959766,201.0,2,0.0,69.1,18.0,30.09,10.0,21.9,0,0,1,0,0,0,0,0,0,0,0,1,0
835639,201.0,3,0.0,67.0,93.0,29.1,0.75,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
550310,201.0,3,0.0,85.0,67.0,29.59,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
927181,201.0,3,1.7400000095400003,84.0,53.0,28.98,10.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0
450441,201.0,3,0.01,73.4,69.0,29.99,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1204284,201.0,3,0.0,74.0,91.0,30.01,6.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1
886419,201.0,3,0.0,39.0,61.0,29.77,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
756116,241.0,2,0.0,53.0,93.0,30.11,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000816,201.0,2,0.0,50.0,35.0,30.01,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,1,1
730129,201.0,2,0.0,53.0,47.0,29.3,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
237723,201.0,2,0.01,68.0,83.0,29.72,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1526086,245.0,2,0.0,62.1,38.0,30.09,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1421534,201.0,2,0.0,37.4,93.0,30.09,1.8,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
960980,201.0,2,0.0,67.0,61.0,29.29,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2064593,201.0,3,0.0,37.9,60.0,30.41,10.0,9.2,0,0,0,0,1,0,0,0,0,0,0,0,0
1260505,201.0,2,0.0,46.0,89.0,29.15,3.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708092,201.0,3,1.90999996662,71.1,93.0,30.0,1.8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
267532,201.0,2,0.01,48.9,41.0,30.14,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,1,1
1222276,201.0,2,0.0,71.0,59.0,29.55,10.0,8.0,0,0,1,0,0,0,0,0,1,0,0,1,0
298754,201.0,3,0.0,89.1,55.0,29.99,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1242898,201.0,3,0.0,70.0,83.0,29.79,10.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221862,201.0,3,0.97000002861,68.0,81.0,30.17,10.0,4.6,0,0,0,0,1,0,0,0,0,0,0,0,1
2142273,201.0,3,0.0,54.0,66.0,30.28,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
608222,222.0,3,3.31999993324,71.0,61.0,28.94,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309926,241.0,2,0.0,86.0,70.0,29.99,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,1,0
1223818,201.0,2,0.0,80.0,43.0,29.09,10.0,13.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1140478,201.0,2,0.0,73.0,20.0,28.24,10.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1
683029,201.0,3,0.0,49.0,54.0,28.94,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1577971,201.0,3,0.0,59.0,90.0,29.89,10.0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0
